Folio,Nombre del Articulo,Descripcion,Precio,Cantidad,Fecha de Compra,Monto,Impuesto
SEL-11778,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7342.04,4,13/02/2024,29368.16,4698.91
SEL-12393,Smartphone X,Pantalla OLED 6.5 pulgadas,1188.57,1,21/01/2024,1188.57,190.17
SEL-11272,Smartphone X,Pantalla OLED 6.5 pulgadas,7352.02,2,15/01/2024,14704.04,2352.65
SEL-11700,Smartphone X,Pantalla OLED 6.5 pulgadas,7392.65,3,13/05/2024,22177.95,3548.47
SEL-12147,Cafetera Espresso,Presión 15 bares automática,2630.81,4,23/12/2023,10523.24,1683.72
SEL-10075,Monitor Curvo 27',Resolución 2K 144Hz,,5,03/02/2024,0.0,0.0
SEL-11677,Batería Portátil,20000mAh carga rápida,1595.27,5,10/07/2023,7976.35,1276.22
SEL-10560,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,7850.48,4,24/12/2023,31401.92,5024.31
SEL-10703,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3501.77,4,14/04/2023,14007.08,2241.13
SEL-11365,Cafetera Espresso,Presión 15 bares automática,2977.19,5,29/03/2024,14885.95,2381.75
SEL-10526,Batería Portátil,20000mAh carga rápida,7881.51,5,11/11/2023,39407.55,6305.21
SEL-11728,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2239.43,4,23/10/2023,8957.72,1433.24
SEL-11209,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,6528.8,4,05/05/2023,26115.2,4178.43
SEL-10044,Monitor Curvo 27',Resolución 2K 144Hz,,5,20/04/2023,0.0,0.0
SEL-10488,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,7583.86,1,04/02/2023,7583.86,1213.42
SEL-12174,Lámpara LED Escritorio,3 niveles de temperatura de color,211.94,2,01/10/2023,423.88,67.82
SEL-12159,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5954.13,1,08/10/2023,5954.13,952.66
SEL-11217,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5763.37,3,25/01/2024,17290.11,2766.42
SEL-11789,Cafetera Espresso,Presión 15 bares automática,1492.43,2,08/09/2023,2984.86,477.58
SEL-11273,Smartphone X,Pantalla OLED 6.5 pulgadas,3858.67,3,05/03/2024,11576.01,1852.16
SEL-10730,Smartphone X,Pantalla OLED 6.5 pulgadas,5174.18,5,28/04/2023,25870.9,4139.34
SEL-10691,Smartphone X,Pantalla OLED 6.5 pulgadas,5628.6,3,27/04/2024,16885.8,2701.73
SEL-10545,Lámpara LED Escritorio,3 niveles de temperatura de color,4670.49,3,08/06/2023,14011.47,2241.84
SEL-12021,Monitor Curvo 27',Resolución 2K 144Hz,7599.8,4,30/08/2023,30399.2,4863.87
SEL-11715,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1889.18,2,24/06/2023,3778.36,604.54
SEL-11283,Cafetera Espresso,Presión 15 bares automática,3434.0,3,11/01/2024,10302.0,1648.32
SEL-10677,Silla de Oficina,Soporte lumbar ajustable,7548.48,2,19/09/2023,15096.96,2415.51
SEL-12417,Silla de Oficina,Soporte lumbar ajustable,3079.1,3,02/04/2023,9237.3,1477.97
SEL-11504,Smartphone X,Pantalla OLED 6.5 pulgadas,3435.23,5,10/07/2023,17176.15,2748.18
SEL-10795,Mochila Porta Laptop,Impermeable con puerto USB,4812.54,2,01/03/2023,9625.08,1540.01
SEL-11556,Silla de Oficina,Soporte lumbar ajustable,5471.91,4,21/10/2023,21887.64,3502.02
SEL-11336,Batería Portátil,20000mAh carga rápida,5229.56,5,14/10/2023,26147.8,4183.65
SEL-10289,Smartphone X,Pantalla OLED 6.5 pulgadas,1572.21,3,09/11/2023,4716.63,754.66
SEL-11910,Batería Portátil,20000mAh carga rápida,6382.06,3,19/09/2023,19146.18,3063.39
SEL-12015,Silla de Oficina,Soporte lumbar ajustable,2505.99,4,17/12/2023,10023.96,1603.83
SEL-11990,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5950.91,4,06/03/2023,23803.64,3808.58
SEL-12396,Lámpara LED Escritorio,3 niveles de temperatura de color,243.74,4,04/08/2023,974.96,155.99
SEL-11135,Smartphone X,Pantalla OLED 6.5 pulgadas,1346.23,1,01/07/2023,1346.23,215.4
SEL-11450,Batería Portátil,20000mAh carga rápida,3617.52,5,06/02/2023,18087.6,2894.02
SEL-10894,Batería Portátil,20000mAh carga rápida,6938.74,1,01/11/2023,6938.74,1110.2
SEL-11354,Teclado Inalámbrico,Teclas silenciosas español,4095.06,3,30/03/2024,12285.18,1965.63
SEL-10916,Lámpara LED Escritorio,3 niveles de temperatura de color,1787.7,1,15/03/2024,1787.7,286.03
SEL-11002,Batería Portátil,20000mAh carga rápida,7352.21,4,08/02/2023,29408.84,4705.41
SEL-10760,Teclado Inalámbrico,Teclas silenciosas español,5977.34,2,15/03/2023,11954.68,1912.75
SEL-10255,Lámpara LED Escritorio,3 niveles de temperatura de color,6529.68,1,25/06/2023,6529.68,1044.75
SEL-12440,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6461.81,3,04/04/2023,19385.43,3101.67
SEL-11586,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2392.01,2,06/05/2023,4784.02,765.44
SEL-10253,Teclado Inalámbrico,Teclas silenciosas español,3659.96,2,25/09/2023,7319.92,1171.19
SEL-11645,Mochila Porta Laptop,Impermeable con puerto USB,978.07,1,26/01/2023,978.07,156.49
SEL-11447,Cafetera Espresso,Presión 15 bares automática,873.59,4,12/04/2024,3494.36,559.1
SEL-10543,Silla de Oficina,Soporte lumbar ajustable,5501.14,5,09/10/2023,27505.7,4400.91
SEL-12133,Batería Portátil,20000mAh carga rápida,5428.9,3,11/11/2023,16286.7,2605.87
SEL-10388,Lámpara LED Escritorio,3 niveles de temperatura de color,1039.76,1,12/03/2024,1039.76,166.36
SEL-11988,Cafetera Espresso,Presión 15 bares automática,3672.1,1,29/11/2023,3672.1,587.54
SEL-12442,Teclado Inalámbrico,Teclas silenciosas español,5060.21,4,05/05/2024,20240.84,3238.53
SEL-10709,Teclado Inalámbrico,Teclas silenciosas español,5217.78,3,25/09/2023,15653.34,2504.53
SEL-10344,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5278.04,1,26/02/2024,5278.04,844.49
SEL-11637,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,987.52,4,09/08/2023,3950.08,632.01
SEL-11118,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1177.05,5,23/01/2024,5885.25,941.64
SEL-11723,Monitor Curvo 27',Resolución 2K 144Hz,7770.02,5,23/02/2023,38850.1,6216.02
SEL-10429,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,940.07,4,11/01/2024,3760.28,601.64
SEL-11760,Silla de Oficina,Soporte lumbar ajustable,7529.88,2,28/07/2023,15059.76,2409.56
SEL-10078,Cafetera Espresso,Presión 15 bares automática,,2,19/11/2023,0.0,0.0
SEL-12352,Smartphone X,Pantalla OLED 6.5 pulgadas,5050.48,4,21/01/2024,20201.92,3232.31
SEL-10457,Lámpara LED Escritorio,3 niveles de temperatura de color,6194.96,4,25/04/2024,24779.84,3964.77
SEL-10650,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,6840.5,5,25/06/2023,34202.5,5472.4
SEL-10804,Monitor Curvo 27',Resolución 2K 144Hz,7638.84,3,16/04/2024,22916.52,3666.64
SEL-12315,Mochila Porta Laptop,Impermeable con puerto USB,2669.16,4,04/11/2023,10676.64,1708.26
SEL-11353,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3227.0,5,16/03/2023,16135.0,2581.6
SEL-12292,Lámpara LED Escritorio,3 niveles de temperatura de color,3260.82,4,17/01/2024,13043.28,2086.92
SEL-10337,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6601.39,1,25/04/2024,6601.39,1056.22
SEL-11878,Mochila Porta Laptop,Impermeable con puerto USB,2675.3,5,18/12/2023,13376.5,2140.24
SEL-11751,Monitor Curvo 27',Resolución 2K 144Hz,2260.2,2,10/07/2023,4520.4,723.26
SEL-11698,Monitor Curvo 27',Resolución 2K 144Hz,2550.6,5,09/03/2024,12753.0,2040.48
SEL-11184,Smartphone X,Pantalla OLED 6.5 pulgadas,5914.05,4,30/01/2024,23656.2,3784.99
SEL-11362,Batería Portátil,20000mAh carga rápida,6841.3,1,25/07/2023,6841.3,1094.61
SEL-11120,Teclado Inalámbrico,Teclas silenciosas español,985.22,2,05/10/2023,1970.44,315.27
SEL-11861,Silla de Oficina,Soporte lumbar ajustable,7971.39,2,28/02/2023,15942.78,2550.84
SEL-11837,Monitor Curvo 27',Resolución 2K 144Hz,3114.47,3,12/03/2024,9343.41,1494.95
SEL-10034,Silla de Oficina,Soporte lumbar ajustable,,2,23/06/2023,0.0,0.0
SEL-10914,Mochila Porta Laptop,Impermeable con puerto USB,3089.17,2,18/01/2024,6178.34,988.53
SEL-10878,Lámpara LED Escritorio,3 niveles de temperatura de color,5383.06,2,17/02/2024,10766.12,1722.58
SEL-11134,Mochila Porta Laptop,Impermeable con puerto USB,3369.59,3,12/06/2023,10108.77,1617.4
SEL-10333,Silla de Oficina,Soporte lumbar ajustable,4965.84,3,21/08/2023,14897.52,2383.6
SEL-10444,Lámpara LED Escritorio,3 niveles de temperatura de color,1834.05,4,05/02/2023,7336.2,1173.79
SEL-10017,Teclado Inalámbrico,Teclas silenciosas español,,5,28/01/2023,0.0,0.0
SEL-12036,Smartphone X,Pantalla OLED 6.5 pulgadas,3191.3,5,22/12/2023,15956.5,2553.04
SEL-11212,Cafetera Espresso,Presión 15 bares automática,7513.34,1,15/07/2023,7513.34,1202.13
SEL-10210,Teclado Inalámbrico,Teclas silenciosas español,6548.41,5,17/05/2023,32742.05,5238.73
SEL-11561,Smartphone X,Pantalla OLED 6.5 pulgadas,4650.34,1,23/04/2024,4650.34,744.05
SEL-12018,Batería Portátil,20000mAh carga rápida,3731.71,3,04/08/2023,11195.13,1791.22
SEL-12363,Batería Portátil,20000mAh carga rápida,2681.55,3,12/04/2023,8044.65,1287.14
SEL-11644,Batería Portátil,20000mAh carga rápida,2968.0,2,01/04/2023,5936.0,949.76
SEL-10536,Smartphone X,Pantalla OLED 6.5 pulgadas,1899.86,3,12/03/2023,5699.58,911.93
SEL-10096,Monitor Curvo 27',Resolución 2K 144Hz,,5,12/09/2023,0.0,0.0
SEL-11136,Cafetera Espresso,Presión 15 bares automática,1633.8,1,13/11/2023,1633.8,261.41
SEL-10626,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1511.47,2,26/04/2024,3022.94,483.67
SEL-11559,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5189.4,4,20/03/2023,20757.6,3321.22
SEL-12040,Silla de Oficina,Soporte lumbar ajustable,3757.7,4,21/03/2024,15030.8,2404.93
SEL-12363,Batería Portátil,20000mAh carga rápida,2681.55,3,12/04/2023,8044.65,1287.14
SEL-11934,Monitor Curvo 27',Resolución 2K 144Hz,2960.26,2,13/07/2023,5920.52,947.28
SEL-10672,Teclado Inalámbrico,Teclas silenciosas español,5266.38,1,15/10/2023,5266.38,842.62
SEL-11816,Smartphone X,Pantalla OLED 6.5 pulgadas,3483.85,5,12/05/2023,17419.25,2787.08
SEL-11704,Mochila Porta Laptop,Impermeable con puerto USB,2743.36,2,28/08/2023,5486.72,877.88
SEL-10148,Smartphone X,Pantalla OLED 6.5 pulgadas,5801.44,4,15/05/2024,23205.76,3712.92
SEL-10115,Batería Portátil,20000mAh carga rápida,5809.54,1,08/02/2024,5809.54,929.53
SEL-10980,Smartphone X,Pantalla OLED 6.5 pulgadas,927.56,3,04/04/2024,2782.68,445.23
SEL-11448,Monitor Curvo 27',Resolución 2K 144Hz,7789.89,3,12/03/2024,23369.67,3739.15
SEL-11276,Batería Portátil,20000mAh carga rápida,5317.06,4,21/02/2024,21268.24,3402.92
SEL-11026,Monitor Curvo 27',Resolución 2K 144Hz,1813.17,2,02/10/2023,3626.34,580.21
SEL-10814,Mochila Porta Laptop,Impermeable con puerto USB,2829.61,5,06/03/2023,14148.05,2263.69
SEL-12221,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3415.65,3,11/03/2024,10246.95,1639.51
SEL-10674,Mochila Porta Laptop,Impermeable con puerto USB,1042.89,5,25/04/2023,5214.45,834.31
SEL-11549,Batería Portátil,20000mAh carga rápida,1183.61,1,22/02/2024,1183.61,189.38
SEL-12078,Smartphone X,Pantalla OLED 6.5 pulgadas,2858.16,1,17/01/2023,2858.16,457.31
SEL-10003,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,,2,12/04/2024,0.0,0.0
SEL-11526,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,7825.14,2,28/03/2023,15650.28,2504.04
SEL-12281,Lámpara LED Escritorio,3 niveles de temperatura de color,6987.18,4,24/11/2023,27948.72,4471.8
SEL-10718,Lámpara LED Escritorio,3 niveles de temperatura de color,2109.76,2,22/03/2024,4219.52,675.12
SEL-11433,Cafetera Espresso,Presión 15 bares automática,7993.43,1,22/10/2023,7993.43,1278.95
SEL-12405,Teclado Inalámbrico,Teclas silenciosas español,7649.8,5,20/05/2023,38249.0,6119.84
SEL-10875,Mochila Porta Laptop,Impermeable con puerto USB,5133.81,1,08/07/2023,5133.81,821.41
SEL-11899,Teclado Inalámbrico,Teclas silenciosas español,1125.43,2,05/07/2023,2250.86,360.14
SEL-11589,Batería Portátil,20000mAh carga rápida,1181.99,4,31/03/2023,4727.96,756.47
SEL-11837,Monitor Curvo 27',Resolución 2K 144Hz,3114.47,3,12/03/2024,9343.41,1494.95
SEL-11794,Silla de Oficina,Soporte lumbar ajustable,3408.08,1,03/09/2023,3408.08,545.29
SEL-11961,Cafetera Espresso,Presión 15 bares automática,6687.61,3,04/11/2023,20062.83,3210.05
SEL-10193,Smartphone X,Pantalla OLED 6.5 pulgadas,4765.11,5,22/04/2024,23825.55,3812.09
SEL-12231,Cafetera Espresso,Presión 15 bares automática,7489.11,4,12/07/2023,29956.44,4793.03
SEL-11563,Mochila Porta Laptop,Impermeable con puerto USB,6214.5,1,04/09/2023,6214.5,994.32
SEL-12097,Mochila Porta Laptop,Impermeable con puerto USB,5872.09,2,01/11/2023,11744.18,1879.07
SEL-10463,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4897.47,1,19/07/2023,4897.47,783.6
SEL-12065,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3247.68,2,06/02/2024,6495.36,1039.26
SEL-11255,Smartphone X,Pantalla OLED 6.5 pulgadas,5914.69,4,08/04/2024,23658.76,3785.4
SEL-11736,Batería Portátil,20000mAh carga rápida,905.59,4,04/03/2024,3622.36,579.58
SEL-10122,Mochila Porta Laptop,Impermeable con puerto USB,6129.23,3,22/04/2024,18387.69,2942.03
SEL-10971,Teclado Inalámbrico,Teclas silenciosas español,5906.86,5,18/04/2024,29534.3,4725.49
SEL-11233,Mochila Porta Laptop,Impermeable con puerto USB,2047.51,4,23/09/2023,8190.04,1310.41
SEL-10692,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,6987.2,5,28/06/2023,34936.0,5589.76
SEL-10673,Teclado Inalámbrico,Teclas silenciosas español,3358.18,2,30/01/2024,6716.36,1074.62
SEL-12118,Smartphone X,Pantalla OLED 6.5 pulgadas,6009.69,1,01/05/2023,6009.69,961.55
SEL-12290,Mochila Porta Laptop,Impermeable con puerto USB,7401.84,1,02/06/2023,7401.84,1184.29
SEL-11640,Mochila Porta Laptop,Impermeable con puerto USB,3600.07,1,10/02/2024,3600.07,576.01
SEL-12294,Monitor Curvo 27',Resolución 2K 144Hz,3638.16,1,11/01/2024,3638.16,582.11
SEL-11077,Silla de Oficina,Soporte lumbar ajustable,4668.71,1,23/10/2023,4668.71,746.99
SEL-10387,Silla de Oficina,Soporte lumbar ajustable,6955.32,1,01/01/2023,6955.32,1112.85
SEL-12369,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2396.04,2,14/02/2024,4792.08,766.73
SEL-11155,Batería Portátil,20000mAh carga rápida,412.2,2,06/03/2023,824.4,131.9
SEL-12357,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3141.28,2,22/09/2023,6282.56,1005.21
SEL-10059,Monitor Curvo 27',Resolución 2K 144Hz,,4,30/03/2023,0.0,0.0
SEL-11713,Batería Portátil,20000mAh carga rápida,4167.98,3,12/12/2023,12503.94,2000.63
SEL-11759,Batería Portátil,20000mAh carga rápida,6054.12,3,20/04/2024,18162.36,2905.98
SEL-10624,Lámpara LED Escritorio,3 niveles de temperatura de color,4844.47,3,03/01/2024,14533.41,2325.35
SEL-10055,Batería Portátil,20000mAh carga rápida,,1,29/03/2024,0.0,0.0
SEL-11980,Silla de Oficina,Soporte lumbar ajustable,3926.82,5,12/11/2023,19634.1,3141.46
SEL-10306,Silla de Oficina,Soporte lumbar ajustable,3902.61,4,03/01/2023,15610.44,2497.67
SEL-11987,Lámpara LED Escritorio,3 niveles de temperatura de color,2982.36,2,12/03/2023,5964.72,954.36
SEL-12353,Lámpara LED Escritorio,3 niveles de temperatura de color,6502.15,3,15/01/2023,19506.45,3121.03
SEL-11641,Smartphone X,Pantalla OLED 6.5 pulgadas,592.6,4,01/05/2024,2370.4,379.26
SEL-12247,Cafetera Espresso,Presión 15 bares automática,2664.65,3,02/02/2024,7993.95,1279.03
SEL-10153,Lámpara LED Escritorio,3 niveles de temperatura de color,6563.34,4,01/02/2023,26253.36,4200.54
SEL-10462,Mochila Porta Laptop,Impermeable con puerto USB,1643.01,5,18/10/2023,8215.05,1314.41
SEL-11091,Batería Portátil,20000mAh carga rápida,3565.47,2,11/08/2023,7130.94,1140.95
SEL-10534,Silla de Oficina,Soporte lumbar ajustable,4413.89,5,16/04/2023,22069.45,3531.11
SEL-12366,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,280.6,4,10/10/2023,1122.4,179.58
SEL-10295,Teclado Inalámbrico,Teclas silenciosas español,860.2,2,04/05/2024,1720.4,275.26
SEL-11515,Cafetera Espresso,Presión 15 bares automática,3058.92,3,02/11/2023,9176.76,1468.28
SEL-10400,Monitor Curvo 27',Resolución 2K 144Hz,714.73,3,05/03/2023,2144.19,343.07
SEL-12246,Silla de Oficina,Soporte lumbar ajustable,2296.83,2,07/08/2023,4593.66,734.99
SEL-12330,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5700.82,1,16/09/2023,5700.82,912.13
SEL-10632,Teclado Inalámbrico,Teclas silenciosas español,2525.54,5,11/04/2023,12627.7,2020.43
SEL-10801,Silla de Oficina,Soporte lumbar ajustable,3573.74,5,26/03/2024,17868.7,2858.99
SEL-12398,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4645.45,2,08/07/2023,9290.9,1486.54
SEL-10758,Lámpara LED Escritorio,3 niveles de temperatura de color,7277.33,5,22/12/2023,36386.65,5821.86
SEL-12340,Lámpara LED Escritorio,3 niveles de temperatura de color,2940.13,3,12/01/2023,8820.39,1411.26
SEL-11441,Smartphone X,Pantalla OLED 6.5 pulgadas,1896.2,4,06/01/2023,7584.8,1213.57
SEL-11623,Smartphone X,Pantalla OLED 6.5 pulgadas,1302.47,5,23/09/2023,6512.35,1041.98
SEL-11820,Cafetera Espresso,Presión 15 bares automática,206.2,1,18/04/2023,206.2,32.99
SEL-10684,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,2412.31,4,12/05/2024,9649.24,1543.88
SEL-12404,Monitor Curvo 27',Resolución 2K 144Hz,2282.77,4,21/12/2023,9131.08,1460.97
SEL-11222,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3907.92,1,27/07/2023,3907.92,625.27
SEL-11021,Lámpara LED Escritorio,3 niveles de temperatura de color,693.82,3,15/02/2024,2081.46,333.03
SEL-10184,Monitor Curvo 27',Resolución 2K 144Hz,2976.51,2,27/04/2023,5953.02,952.48
SEL-10827,Batería Portátil,20000mAh carga rápida,2763.98,4,18/01/2024,11055.92,1768.95
SEL-12096,Cafetera Espresso,Presión 15 bares automática,375.16,2,03/12/2023,750.32,120.05
SEL-11192,Mochila Porta Laptop,Impermeable con puerto USB,2569.68,3,02/03/2023,7709.04,1233.45
SEL-11957,Smartphone X,Pantalla OLED 6.5 pulgadas,5072.59,1,26/02/2023,5072.59,811.61
SEL-10430,Silla de Oficina,Soporte lumbar ajustable,3869.49,2,09/09/2023,7738.98,1238.24
SEL-11836,Silla de Oficina,Soporte lumbar ajustable,2693.61,5,29/01/2024,13468.05,2154.89
SEL-10527,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,2546.7,5,26/08/2023,12733.5,2037.36
SEL-10658,Teclado Inalámbrico,Teclas silenciosas español,2805.92,2,03/04/2024,5611.84,897.89
SEL-12322,Silla de Oficina,Soporte lumbar ajustable,376.45,5,10/02/2023,1882.25,301.16
SEL-11730,Cafetera Espresso,Presión 15 bares automática,7960.76,4,24/10/2023,31843.04,5094.89
SEL-11675,Mochila Porta Laptop,Impermeable con puerto USB,5846.7,1,19/08/2023,5846.7,935.47
SEL-10244,Monitor Curvo 27',Resolución 2K 144Hz,5463.69,3,10/06/2023,16391.07,2622.57
SEL-11160,Mochila Porta Laptop,Impermeable con puerto USB,3614.06,1,16/09/2023,3614.06,578.25
SEL-10635,Cafetera Espresso,Presión 15 bares automática,6549.1,5,25/04/2023,32745.5,5239.28
SEL-10231,Silla de Oficina,Soporte lumbar ajustable,5841.76,4,16/05/2023,23367.04,3738.73
SEL-11799,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7883.35,4,03/04/2024,31533.4,5045.34
SEL-10735,Monitor Curvo 27',Resolución 2K 144Hz,1249.23,1,21/09/2023,1249.23,199.88
SEL-11245,Teclado Inalámbrico,Teclas silenciosas español,5094.13,2,13/02/2023,10188.26,1630.12
SEL-10851,Lámpara LED Escritorio,3 niveles de temperatura de color,5347.99,1,14/01/2023,5347.99,855.68
SEL-11349,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7764.64,1,04/07/2023,7764.64,1242.34
SEL-10486,Teclado Inalámbrico,Teclas silenciosas español,3294.94,1,05/09/2023,3294.94,527.19
SEL-10100,Mochila Porta Laptop,Impermeable con puerto USB,676.35,2,23/03/2024,1352.7,216.43
SEL-10263,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,684.15,4,10/07/2023,2736.6,437.86
SEL-11152,Smartphone X,Pantalla OLED 6.5 pulgadas,1514.01,5,24/04/2023,7570.05,1211.21
SEL-10535,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3742.91,4,10/01/2024,14971.64,2395.46
SEL-10198,Monitor Curvo 27',Resolución 2K 144Hz,1515.36,2,20/10/2023,3030.72,484.92
SEL-10014,Batería Portátil,20000mAh carga rápida,,2,09/01/2024,0.0,0.0
SEL-11997,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5309.36,1,18/09/2023,5309.36,849.5
SEL-10695,Silla de Oficina,Soporte lumbar ajustable,3795.63,3,25/02/2024,11386.89,1821.9
SEL-12033,Teclado Inalámbrico,Teclas silenciosas español,846.17,5,05/07/2023,4230.85,676.94
SEL-10978,Lámpara LED Escritorio,3 niveles de temperatura de color,7699.73,3,18/01/2023,23099.19,3695.87
SEL-11376,Batería Portátil,20000mAh carga rápida,6655.55,1,23/02/2024,6655.55,1064.89
SEL-11125,Smartphone X,Pantalla OLED 6.5 pulgadas,5760.92,2,24/03/2024,11521.84,1843.49
SEL-10341,Smartphone X,Pantalla OLED 6.5 pulgadas,2450.94,2,05/07/2023,4901.88,784.3
SEL-10212,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,2746.32,2,22/10/2023,5492.64,878.82
SEL-10826,Batería Portátil,20000mAh carga rápida,1915.97,2,10/09/2023,3831.94,613.11
SEL-10446,Monitor Curvo 27',Resolución 2K 144Hz,503.28,3,27/04/2023,1509.84,241.57
SEL-10947,Cafetera Espresso,Presión 15 bares automática,2903.91,2,21/03/2024,5807.82,929.25
SEL-10719,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7164.55,2,23/09/2023,14329.1,2292.66
SEL-11798,Teclado Inalámbrico,Teclas silenciosas español,1641.02,1,21/10/2023,1641.02,262.56
SEL-11226,Silla de Oficina,Soporte lumbar ajustable,248.03,3,05/12/2023,744.09,119.05
SEL-10046,Cafetera Espresso,Presión 15 bares automática,,5,16/03/2024,0.0,0.0
SEL-10753,Monitor Curvo 27',Resolución 2K 144Hz,4528.64,4,10/06/2023,18114.56,2898.33
SEL-11953,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3026.54,1,11/09/2023,3026.54,484.25
SEL-12052,Silla de Oficina,Soporte lumbar ajustable,361.11,3,24/11/2023,1083.33,173.33
SEL-10223,Teclado Inalámbrico,Teclas silenciosas español,5520.29,2,14/04/2024,11040.58,1766.49
SEL-10484,Smartphone X,Pantalla OLED 6.5 pulgadas,2412.83,3,21/04/2023,7238.49,1158.16
